assembly_length	assembly_n50	assembly_l50	assembly_num_contigs	assembly_largest_contig	assembly_num_bins	assembly_input_id	assembly_type	sequence_id	assembly_id	assembly_input_bases	preprocessing_id
1464456436	13746	20760	222042	565711	431	EHA02491	Coassembly	EHI01510	EHA02488	6634217386	PR02403
909531124	4917	36127	227179	515382	168	EHA03639	Coassembly	EHI02258	EHA03631	6324001628	PR02945
456368184	5996	14700	105655	398480	38	EHA02004	Coassembly	EHI01369	EHA01987	6958381504	PR02169
463456275	2949	27426	149601	558506	76	EHA01725	Coassembly	EHI01120	EHA01709	0	PR01920
11335875	2395	1323	4432	60408	1	EHA01682	Coassembly	EHI01132	EHA01676	0	PR01975
798083080	8410	17787	152915	539651	222	EHA03318	Coassembly	EHI01993	EHA03306	3106599266	PR02688
0	0	0	0	0	0	EHA04418	Individual	EHI02645	EHA04418	5422911516	PR03379
741492058	8541	15449	141713	486000	134	EHA04355	Coassembly	EHI02605	EHA04352	4789165715	PR03349
0	0	0	0	0	0	EHA03686	Coassembly	EHI00683	EHA03651	1930783069	PR01319
15520977	5994	533	3388	94201	4	EHA04508	Coassembly	EHI02562	EHA04507	2756051183	PR03214
0	0	0	0	0	0	EHA03014	Individual	EHI01678	EHA03014	1799753351	PR02495
0	0	0	0	0	0	EHA03078	Individual	EHI01788	EHA03078	1125411663	PR02616
207518897	5209	8555	51007	171735	28	EHA03580	Individual	EHI02245	EHA03580	7283055604	PR02943
48227024	5193	1851	11749	250880	16	EHA01705	Coassembly	EHI01121	EHA01698	0	PR01969
944766523	2323	133301	391191	230056	48	EHA03194	Coassembly	EHI01220	EHA03189	0	PR01992
0	0	0	0	0	0	EHA04384	Individual	EHI02685	EHA04384	1175830256	PR03290
942260713	14304	13053	137343	607198	239	EHA04492	Coassembly	EHI01968	EHA04492	6895055875	PR02658
326951637	4296	17399	88474	537821	75	EHA02138	Coassembly	EHI01259	EHA02134	4757962906	PR02214
0	0	0	0	0	0	EHA04265	Individual	EHI02590	EHA04265	3491843967	PR03338
202605927	8565	4389	38933	358964	32	EHA00701	Individual	EHI00717	EHA00701	4038549191	PR01375
247466485	2646	28080	91951	815725	4	EHA00605	Individual	EHI00485	EHA00605	6683205784	PR01230
0	0	0	0	0	0	EHA03726	Coassembly	EHI00729	EHA03694	3929545056	PR01364
2216676708	4548	139926	566720	535592	83	EHA02663	Coassembly	EHI01651	EHA02637	5386219171	PR02241
463456275	2949	27426	149601	558506	76	EHA01742	Coassembly	EHI01155	EHA01709	0	PR01937
199229846	13011	3278	30992	379978	22	EHA03926	Individual	EHI02347	EHA03926	5064967569	PR03053
0	0	0	0	0	0	EHA02176	Individual	EHI01234	EHA02176	4000696853	PR02049
104311627	15487	1350	15348	397444	25	EHA01923	Individual	EHI01330	EHA01923	6265662956	PR02136
505466536	4447	23129	134692	570027	136	EHA02821	Coassembly	EHI01606	EHA02814	2287231076	PR02319
186161235	11681	3003	32088	332856	25	EHA00342	Individual	EHI00467	EHA00342	5403515999	PR00777
493599525	9414	8971	92022	524195	94	EHA04307	Coassembly	EHI02590	EHA04305	3491843967	PR03338
777401173	8090	19263	148782	506480	149	EHA01496	Coassembly	EHI00480	EHA01495	7503478580	PR00783
463456275	2949	27426	149601	558506	76	EHA01739	Coassembly	EHI01146	EHA01709	3089107080	PR01934
53295194	6097	843	12417	607042	15	EHA02839	Coassembly	EHI01347	EHA02839	1023252828	PR02154
0	0	0	0	0	0	EHA03752	Coassembly	EHI00665	EHA03694	1762209969	PR01348
51299600	4968	1783	12061	710956	10	EHA00529	Individual	EHI00027	EHA00529	1717170026	PR01092
155005524	7168	3783	32225	324481	31	EHA00413	Individual	EHI00554	EHA00413	3834379790	PR00884
0	0	0	0	0	0	EHA03856	Individual	EHI02558	EHA03856	1206369303	PR03210
0	0	0	0	0	0	EHA04374	Individual	EHI02675	EHA04374	2336375858	PR03280
807439689	11798	13859	127680	616705	236	EHA01984	Coassembly	EHI01383	EHA01958	6144454295	PR02141
0	0	0	0	0	0	EHA03570	Individual	EHI02309	EHA03570	1870726179	PR02933
235483108	6617	6381	52658	543588	30	EHA02989	Coassembly	EHI01697	EHA02987	7656765566	PR02514
121907456	14189	1908	18414	244651	18	EHA04252	Individual	EHI02573	EHA04252	4321892488	PR03325
554171175	4029	29328	152435	578492	154	EHA02151	Coassembly	EHI01342	EHA02151	4777058090	PR02227
400599383	9319	8015	72663	637842	102	EHA03177	Coassembly	EHI01184	EHA03161	1261113152	PR01940
112422265	8565	2041	21391	921925	21	EHA00641	Individual	EHI00675	EHA00641	2953671640	PR01311
73814369	4728	3148	18767	247616	11	EHA00649	Individual	EHI00683	EHA00649	1930783069	PR01319
1739592354	12630	26738	272652	701363	520	EHA02576	Coassembly	EHI01527	EHA02565	3245114745	PR02408
227857486	4599	9753	57241	316893	47	EHA03497	Coassembly	EHI02109	EHA03494	5167299078	PR02860
130859170	2989	9604	42915	479563	33	EHA02798	Coassembly	EHI01591	EHA02795	1284690441	PR02309
120823452	10044	2317	20978	317906	30	EHA01914	Individual	EHI01306	EHA01914	7793182719	PR02112
1857363119	9343	40963	333138	758633	403	EHA03772	Coassembly	EHI02163	EHA03755	4080867227	PR02792
74258788	10067	1114	13835	509178	20	EHA01233	Individual	EHI00871	EHA01233	2394357538	PR01535
2216676708	4548	139926	566720	535592	83	EHA02654	Coassembly	EHI01143	EHA02637	2469945357	PR01932
0	0	0	0	0	0	EHA03944	Individual	EHI02447	EHA03944	4781660900	PR03136
108568610	47301	465	11643	946405	25	EHA01339	Individual	EHI01084	EHA01339	6467098041	PR01734
0	0	0	0	0	0	EHA03022	Individual	EHI01692	EHA03022	1198980527	PR02509
0	0	0	0	0	0	EHA00412	Individual	EHI00549	EHA00412	1201607577	PR00882
0	0	0	0	0	0	EHA04383	Individual	EHI02684	EHA04383	3353339828	PR03289
754838256	7877	17516	151206	401604	172	EHA02748	Coassembly	EHI00924	EHA02748	3631786690	PR01633
752506106	7971	16511	150252	335168	287	EHA01572	Coassembly	EHI01172	EHA01572	2495921309	PR01995
0	0	0	0	0	0	EHA03749	Coassembly	EHI00755	EHA03694	2330238185	PR01368
400599383	9319	8015	72663	637842	102	EHA03166	Coassembly	EHI01640	EHA03161	4761548041	PR02234
244068821	10680	4573	42527	527031	48	EHA04409	Individual	EHI02633	EHA04409	6858973267	PR03315
709274106	8594	17326	135496	527411	145	EHA02904	Coassembly	EHI00719	EHA02904	6456354713	PR01377
118322472	7511	2515	24340	530895	16	EHA00677	Individual	EHI00666	EHA00677	3037088293	PR01349
1368849819	5662	48833	319992	454883	423	EHA02121	Coassembly	EHI01250	EHA02119	8029454277	PR02193
421083540	8174	8153	84925	507234	100	EHA00813	Coassembly	EHI00549	EHA00810	1201607577	PR00882
78645486	7655	1662	15929	484444	11	EHA00285	Individual	EHI00095	EHA00285	2269181675	PR00701
221305168	5385	7121	53669	538250	51	EHA04210	Coassembly	EHI02421	EHA04209	3500949691	PR03162
116555081	11033	1739	20501	515406	31	EHA03299	Individual	EHI01987	EHA03299	4238264556	PR02684
447224134	10308	8205	80825	988467	61	EHA02213	Coassembly	EHI01229	EHA02205	1236722748	PR02045
400599383	9319	8015	72663	637842	102	EHA03171	Coassembly	EHI01147	EHA03161	0	PR01935
627900437	10082	11222	110124	540444	176	EHA02548	Coassembly	EHI00376	EHA02544	3946710019	PR00844
0	0	0	0	0	0	EHA03736	Coassembly	EHI02184	EHA03694	3428364941	PR02777
0	0	0	0	0	0	EHA00515	Individual	EHI00256	EHA00515	1037591285	PR01057
171569344	7337	4177	34496	366424	38	EHA00384	Individual	EHI00376	EHA00384	3946710019	PR00844
741492058	8541	15449	141713	486000	134	EHA04352	Coassembly	EHI02588	EHA04352	5324192422	PR03336
174498557	7210	3874	36949	747822	38	EHA02291	Coassembly	EHI00083	EHA02293	1178186966	PR01120
0	0	0	0	0	0	EHA00582	Individual	EHI00253	EHA00582	851288893	PR01182
62578590	2291	7386	24776	224232	2	EHA02953	Coassembly	EHI00274	EHA02952	2075128328	PR01047
560058548	9262	11286	102831	341009	135	EHA03454	Coassembly	EHI02065	EHA03454	4473531340	PR02839
0	0	0	0	0	0	EHA03810	Coassembly	EHI02222	EHA03781	3952068923	PR02838
160131811	11542	1998	28399	593017	31	EHA01193	Coassembly	EHI00084	EHA01190	675248892	PR01121
2125007329	4467	139379	551883	800860	64	EHA03154	Coassembly	EHI01636	EHA03138	0	PR02233
174498557	7210	3874	36949	747822	38	EHA02293	Coassembly	EHI01241	EHA02293	4979935665	PR02056
77349252	19373	606	11910	1021561	16	EHA03097	Individual	EHI01772	EHA03097	12497919365	PR02637
0	0	0	0	0	0	EHA01816	Coassembly	EHI00550	EHA01816	4450362659	PR00967
244838836	3963	13259	68142	339951	21	EHA00478	Individual	EHI00548	EHA00478	6996120838	PR00966
456368184	5996	14700	105655	398480	38	EHA02000	Coassembly	EHI01279	EHA01987	5548717301	PR02164
182802454	9889	3543	32928	660356	32	EHA00565	Individual	EHI00287	EHA00565	5107156466	PR01155
173618953	13680	2218	29005	459068	19	EHA00459	Individual	EHI00631	EHA00459	5156352694	PR00946
112974634	7154	3627	22055	513070	5	EHA02848	Coassembly	EHI01633	EHA02844	3884581393	PR02326
52804332	10854	883	9459	548956	13	EHA04244	Coassembly	EHI01752	EHA04244	3151504025	PR02602
368020361	10862	5914	66206	667242	93	EHA02390	Coassembly	EHI01439	EHA02388	3161937387	PR02269
310703736	2856	26506	105115	789509	16	EHA00204	Coassembly	EHI00511	EHA00201	4341738423	PR01234
0	0	0	0	0	0	EHA00578	Individual	EHI00269	EHA00578	4429498937	PR01173
41336995	7269	784	8641	694581	8	EHA04242	Coassembly	EHI02514	EHA04238	3606972813	PR03249
0	0	0	0	0	0	EHA03819	Coassembly	EHI02189	EHA03781	2475239550	PR02826
22080987	12880	275	3932	365942	8	EHA02485	Individual	EHI01377	EHA02485	4894753490	PR02152
217098060	8627	4609	41143	494643	58	EHA03346	Coassembly	EHI01990	EHA03345	4975435962	PR02686
34601925	4079	994	9130	269716	10	EHA04523	Coassembly	EHI02681	EHA04521	4062118138	PR03286
628236688	9621	11637	117189	468115	132	EHA02873	Coassembly	EHI00693	EHA02869	5392263654	PR01329
909893271	2311	124546	373793	359959	54	EHA02619	Coassembly	EHI01655	EHA02611	12031838452	PR02257
473551797	7703	12091	93785	451984	100	EHA02889	Coassembly	EHI00716	EHA02888	4423285517	PR01374
84438873	11533	1185	15377	392377	21	EHA00431	Individual	EHI00400	EHA00431	3091221168	PR00911
612479618	10485	10259	108514	601971	155	EHA03531	Coassembly	EHI02070	EHA03530	3116397479	PR02894
104197215	10367	1329	21328	674002	13	EHA00211	Coassembly	EHI00291	EHA00211	1144548563	PR01200
55309329	9597	996	10099	494368	12	EHA03251	Individual	EHI02058	EHA03251	3082777883	PR02708
221305168	5385	7121	53669	538250	51	EHA04211	Coassembly	EHI02454	EHA04209	5019381717	PR03164
81356595	7283	1625	16566	370968	20	EHA03516	Coassembly	EHI02112	EHA03512	7448122330	PR02879
198065618	9313	4238	37351	424160	31	EHA03439	Individual	EHI02187	EHA03439	5750827513	PR02824
0	0	0	0	0	0	EHA03684	Coassembly	EHI00700	EHA03651	2345994448	PR01336
0	0	0	0	0	0	EHA03959	Individual	EHI02469	EHA03959	2432993538	PR03155
237001200	23565	1978	30696	1040167	51	EHA03505	Coassembly	EHI02126	EHA03500	5443267431	PR02868
106920646	5485	3323	25633	251353	30	EHA03210	Coassembly	EHI01097	EHA03206	0	PR01956
2125007329	4467	139379	551883	800860	64	EHA03144	Coassembly	EHI01221	EHA03138	0	PR01950
137293639	5701	4125	31833	350102	25	EHA03582	Individual	EHI02258	EHA03582	6324001628	PR02945
566639486	9817	12219	99419	377245	108	EHA01480	Coassembly	EHI00541	EHA01477	8250409396	PR00807
1064538316	10571	21559	179358	582810	230	EHA01839	Coassembly	EHI01060	EHA01832	4753454952	PR01527
0	0	0	0	0	0	EHA04406	Individual	EHI02625	EHA04406	2536111266	PR03312
126946282	13490	1912	19527	254946	37	EHA01919	Individual	EHI01317	EHA01919	5583636504	PR02123
174441883	9788	3304	33165	396130	31	EHA04081	Coassembly	EHI02466	EHA04072	3839509812	PR03183
77044647	37933	364	9467	565102	21	EHA03303	Individual	EHI01993	EHA03303	3106599266	PR02688
0	0	0	0	0	0	EHA02041	Individual	EHI01373	EHA02041	1691121867	PR02172
514457599	8465	11422	100773	429952	134	EHA02915	Coassembly	EHI00196	EHA02915	1315883318	PR01152
1857363119	9343	40963	333138	758633	403	EHA03773	Coassembly	EHI02172	EHA03755	1746004836	PR02798
87533767	6908	2275	18732	267502	15	EHA00650	Individual	EHI00684	EHA00650	2302460325	PR01320
239410825	10353	3977	43659	736251	46	EHA02891	Coassembly	EHI00770	EHA02891	4134681790	PR01457
463456275	2949	27426	149601	558506	76	EHA01766	Coassembly	EHI01103	EHA01709	0	PR01961
203847624	8864	4477	38279	389863	51	EHA04296	Individual	EHI02635	EHA04296	6056942386	PR03369
752506106	7971	16511	150252	335168	287	EHA01577	Coassembly	EHI01177	EHA01572	3419838887	PR02000
0	0	0	0	0	0	EHA00512	Individual	EHI00260	EHA00512	1227083796	PR01051
798083080	8410	17787	152915	539651	222	EHA03316	Coassembly	EHI01977	EHA03306	5661703330	PR02677
12505983	12026	229	2196	117568	2	EHA01369	Coassembly	EHI00850	EHA01363	5049545389	PR01493
651401833	15091	8831	93541	554554	143	EHA04204	Coassembly	EHI02362	EHA04199	4883102508	PR03085
200996362	3482	13988	61232	357536	21	EHA04363	Individual	EHI02664	EHA04363	14412245744	PR03269
0	0	0	0	0	0	EHA03664	Coassembly	EHI00730	EHA03651	4609595390	PR01337
3253062	2124	537	1466	14427	1	EHA03544	Coassembly	EHI02127	EHA03542	5603217842	PR02907
206338070	30787	1352	24695	498081	36	EHA03414	Individual	EHI02173	EHA03414	8054116423	PR02799
10215462	2358	1309	4119	23757	1	EHA01693	Coassembly	EHI01138	EHA01687	0	PR01978
463456275	2949	27426	149601	558506	76	EHA01788	Coassembly	EHI01150	EHA01709	0	PR01983
227857486	4599	9753	57241	316893	47	EHA03495	Coassembly	EHI02095	EHA03494	6588765141	PR02858
0	0	0	0	0	0	EHA00500	Individual	EHI00141	EHA00500	795685137	PR01023
126236264	6729	2915	26034	578826	20	EHA03925	Individual	EHI02365	EHA03925	4436264408	PR03041
0	0	0	0	0	0	EHA00554	Individual	EHI00364	EHA00554	3086069741	PR01143
576026163	11554	9786	96535	529098	153	EHA04333	Coassembly	EHI02626	EHA04329	3528358847	PR03363
91527831	5143	2697	22197	727753	13	EHA00365	Individual	EHI00537	EHA00365	3912337856	PR00805
633588714	8740	14933	118080	620466	133	EHA01530	Coassembly	EHI00111	EHA01527	4776539546	PR00714
85904584	5993	1748	22993	977396	18	EHA02966	Coassembly	EHI00268	EHA02965	4780406179	PR01069
55224379	10677	1226	8946	493268	5	EHA04548	Coassembly	EHI02676	EHA04543	3674320233	PR03281
0	0	0	0	0	0	EHA03843	Individual	EHI02546	EHA03843	3869456895	PR03198
65378855	6313	1705	14948	325151	11	EHA03029	Individual	EHI01735	EHA03029	1925458410	PR02554
1205203335	8131	30043	232094	551437	268	EHA01845	Coassembly	EHI01045	EHA01845	0	PR01643
400599383	9319	8015	72663	637842	102	EHA03174	Coassembly	EHI01800	EHA03161	2170702609	PR02628
519483657	10238	10161	89092	571259	102	EHA01544	Coassembly	EHI00110	EHA01539	3173333843	PR00713
11335875	2395	1323	4432	60408	1	EHA01680	Coassembly	EHI01129	EHA01676	0	PR01972
3253062	2124	537	1466	14427	1	EHA03542	Coassembly	EHI02108	EHA03542	1068748966	PR02905
541348973	4040	28673	151194	367774	55	EHA04056	Coassembly	EHI02564	EHA04031	2150557340	PR03216
798986944	7272	20391	167600	580110	155	EHA01519	Coassembly	EHI00119	EHA01514	6203871307	PR00722
81294597	3463	6233	24870	311728	8	EHA04550	Coassembly	EHI02561	EHA04549	1981522942	PR03213
198896332	6012	6036	44937	369833	38	EHA00467	Individual	EHI00401	EHA00467	5294165032	PR00955
0	0	0	0	0	0	EHA03838	Individual	EHI02547	EHA03838	3204191229	PR03199
98624268	15241	1039	15370	549721	23	EHA00441	Individual	EHI00454	EHA00441	3751949767	PR00922
3253062	2124	537	1466	14427	1	EHA03546	Coassembly	EHI02134	EHA03542	0	PR02909
152361845	20891	1408	20870	473856	27	EHA03288	Individual	EHI01973	EHA03288	6353710228	PR02673
101450070	6891	3169	21155	254038	9	EHA04365	Individual	EHI02666	EHA04365	10005168408	PR03271
141342915	8089	3081	28213	334340	15	EHA00319	Individual	EHI00138	EHA00319	3440545379	PR00736
909531124	4917	36127	227179	515382	168	EHA03635	Coassembly	EHI02231	EHA03631	3902187393	PR02941
1857363119	9343	40963	333138	758633	403	EHA03758	Coassembly	EHI02174	EHA03755	7841331886	PR02800
326951637	4296	17399	88474	537821	75	EHA02136	Coassembly	EHI01339	EHA02134	5111588919	PR02224
160131811	11542	1998	28399	593017	31	EHA01194	Coassembly	EHI00087	EHA01190	736297986	PR01122
296942315	12236	3944	50469	585959	70	EHA00911	Coassembly	EHI00453	EHA00911	2603071706	PR00921
79932664	6841	1918	17431	315685	12	EHA00566	Individual	EHI00200	EHA00566	5726414388	PR01156
463456275	2949	27426	149601	558506	76	EHA01729	Coassembly	EHI01125	EHA01709	0	PR01924
1489552796	7317	37095	305058	485840	370	EHA03608	Coassembly	EHI02268	EHA03601	6035799243	PR02926
42026878	10481	793	7098	423816	11	EHA00435	Individual	EHI00413	EHA00435	977189394	PR00915
0	0	0	0	0	0	EHA04542	Coassembly	EHI02675	EHA04539	2336375858	PR03280
235483108	6617	6381	52658	543588	30	EHA02990	Coassembly	EHI01698	EHA02987	7287185160	PR02515
541348973	4040	28673	151194	367774	55	EHA04041	Coassembly	EHI02549	EHA04031	1682918206	PR03201
868087496	10900	15250	148460	465410	222	EHA04470	Coassembly	EHI01995	EHA04468	3681776071	PR02665
828645972	13522	12418	125607	1478680	201	EHA04314	Coassembly	EHI02578	EHA04312	4721594309	PR03330
54460944	10358	976	9529	231147	9	EHA02018	Individual	EHI01370	EHA02018	3131509599	PR02170
138008004	10581	2263	23978	329473	37	EHA02473	Individual	EHI01520	EHA02473	3203396216	PR02460
16933160	3092	435	4730	377924	1	EHA01387	Coassembly	EHI00827	EHA01385	1170487889	PR01499
463456275	2949	27426	149601	558506	76	EHA01732	Coassembly	EHI01135	EHA01709	0	PR01927
463456275	2949	27426	149601	558506	76	EHA01736	Coassembly	EHI01142	EHA01709	0	PR01931
142462427	6631	4396	30503	456686	15	EHA00276	Individual	EHI00080	EHA00276	5049477727	PR00692
702142329	12435	11368	110611	491740	173	EHA04481	Coassembly	EHI02602	EHA04478	4053342960	PR03304
641459359	7236	15525	130811	961051	95	EHA04142	Coassembly	EHI01166	EHA04140	2421008317	PR02014
0	0	0	0	0	0	EHA01818	Coassembly	EHI00548	EHA01816	6996120838	PR00966
291057460	24397	2203	39708	758446	76	EHA02522	Coassembly	EHI00413	EHA02522	977189394	PR00915
599411449	7149	13825	126202	875181	123	EHA04337	Coassembly	EHI02596	EHA04337	4794661304	PR03343
444398199	9457	8861	80863	468313	120	EHA02374	Coassembly	EHI01445	EHA02374	3548815093	PR02275
1464456436	13746	20760	222042	565711	431	EHA02498	Coassembly	EHI01480	EHA02488	25018898098	PR02390
153389383	5040	3980	38816	878429	21	EHA00209	Coassembly	EHI00637	EHA00206	4317249413	PR01293
820065679	11663	13372	137450	799387	232	EHA04090	Coassembly	EHI02114	EHA04082	5631987783	PR02891
176236406	8443	3330	35112	443609	34	EHA01269	Individual	EHI00987	EHA01269	4933221377	PR01635
113928863	8832	2261	21061	492053	22	EHA00400	Individual	EHI00414	EHA00400	2517961830	PR00863
165180755	14322	1954	26937	453542	25	EHA01230	Individual	EHI01071	EHA01230	4686237240	PR01531
45902799	2943	4160	15549	192831	8	EHA04563	Coassembly	EHI02539	EHA04563	3184609349	PR03191
2125007329	4467	139379	551883	800860	64	EHA03157	Coassembly	EHI01656	EHA03138	1446217319	PR02243
201025549	3938	8844	57086	890038	32	EHA04185	Coassembly	EHI02463	EHA04181	5121546617	PR03114
561246054	13783	7119	89676	600775	135	EHA02411	Individual	EHI01467	EHA02411	23238747946	PR02382
0	0	0	0	0	0	EHA04266	Individual	EHI02591	EHA04266	5248845859	PR03339
651401833	15091	8831	93541	554554	143	EHA04203	Coassembly	EHI02361	EHA04199	2498983772	PR03084
185226981	11312	3416	30438	386082	38	EHA04255	Individual	EHI02576	EHA04255	5609125640	PR03328
2216676708	4548	139926	566720	535592	83	EHA02647	Coassembly	EHI01089	EHA02637	3046705271	PR01905
140215451	5024	5765	34464	306651	29	EHA04215	Coassembly	EHI02503	EHA04214	6842291859	PR03223
0	0	0	0	0	0	EHA01357	Coassembly	EHI00829	EHA01345	2125780156	PR01437
372265620	7950	9714	73033	390184	60	EHA01546	Coassembly	EHI00097	EHA01546	3771419701	PR00702
398648110	11364	5991	72095	512869	110	EHA02594	Coassembly	EHI00399	EHA02594	3416429898	PR00854
554171175	4029	29328	152435	578492	154	EHA02152	Coassembly	EHI01256	EHA02151	6238163336	PR02211
164423571	18798	1712	21755	555686	34	EHA00559	Individual	EHI00205	EHA00559	7721202331	PR01149
81454339	16417	534	13735	1312028	18	EHA02946	Coassembly	EHI00793	EHA02943	5025719309	PR01465
57700261	5378	1514	13300	834877	16	EHA02835	Coassembly	EHI00810	EHA02833	3730403483	PR01423
52062245	4771	1685	12839	374374	8	EHA00274	Individual	EHI00077	EHA00274	1783262590	PR00690
807439689	11798	13859	127680	616705	236	EHA01981	Coassembly	EHI01330	EHA01958	6265662956	PR02136
141392041	14170	2031	21477	414690	36	EHA01921	Individual	EHI01320	EHA01921	10841350545	PR02126
79571079	14617	932	13315	382344	14	EHA00709	Individual	EHI00737	EHA00709	2750686063	PR01384
55224379	10677	1226	8946	493268	5	EHA04544	Coassembly	EHI02558	EHA04543	1206369303	PR03210
1489552796	7317	37095	305058	485840	370	EHA03604	Coassembly	EHI00565	EHA03601	3450630216	PR00992
520736660	7857	12755	103833	621766	100	EHA02880	Coassembly	EHI00724	EHA02878	3704340672	PR01382
135592951	3517	5789	38962	299973	14	EHA00289	Individual	EHI00101	EHA00289	6923483370	PR00705
716747661	11050	11019	126515	727457	162	EHA01432	Coassembly	EHI00668	EHA01432	3029830288	PR01351
63111511	4116	3293	17328	188832	7	EHA00315	Individual	EHI00131	EHA00315	1691258432	PR00732
0	0	0	0	0	0	EHA02690	Individual	EHI01427	EHA02690	1202873986	PR02312
63027690	16195	763	9385	425892	19	EHA01885	Individual	EHI01310	EHA01885	4881907472	PR02116
0	0	0	0	0	0	EHA03677	Coassembly	EHI00679	EHA03651	2964925892	PR01315
541348973	4040	28673	151194	367774	55	EHA04035	Coassembly	EHI02543	EHA04031	2844673629	PR03195
1079912262	11499	17681	180602	584956	270	EHA00942	Coassembly	EHI00413	EHA00928	977189394	PR00915
47377360	20604	397	6609	517141	7	EHA00296	Individual	EHI00110	EHA00296	3173333843	PR00713
541348973	4040	28673	151194	367774	55	EHA04057	Coassembly	EHI02565	EHA04031	1823432740	PR03217
18770038	2427	1734	6873	108893	1	EHA02937	Coassembly	EHI00938	EHA02936	1464135142	PR01654
0	0	0	0	0	0	EHA03996	Individual	EHI02483	EHA03996	3081928739	PR03167
0	0	0	0	0	0	EHA01998	NA	EHI01374	ERROR	0	PR02173
283664064	10512	4487	48542	584928	44	EHA00356	Individual	EHI00507	EHA00356	7055747725	PR00794
165743790	10546	2376	31094	671954	36	EHA03449	Individual	EHI02205	EHA03449	4553346273	PR02834
106920646	5485	3323	25633	251353	30	EHA03222	Coassembly	EHI01152	EHA03206	1262366627	PR01985
0	0	0	0	0	0	EHA00458	Individual	EHI00627	EHA00458	850670804	PR00945
111494352	6906	2642	23462	552205	18	EHA02438	Individual	EHI01551	EHA02438	3655412429	PR02412
324107284	6261	9352	71150	406877	75	EHA01828	Coassembly	EHI00729	EHA01826	3929545056	PR01364
204747561	26501	1489	26364	722608	39	EHA01282	Individual	EHI01076	EHA01282	5928479166	PR01650
0	0	0	0	0	0	EHA03955	Individual	EHI02531	EHA03955	1059872113	PR03253
212361406	7978	4799	42838	698555	47	EHA02976	Coassembly	EHI01577	EHA02968	2241543258	PR02476
0	0	0	0	0	0	EHA00584	Individual	EHI00264	EHA00584	5186118016	PR01184
189597082	17584	2230	26650	588292	24	EHA00359	Individual	EHI00518	EHA00359	6850199458	PR00797
317502866	12304	4949	52042	640650	80	EHA04024	Individual	EHI02376	EHA04024	10958035437	PR03058
0	0	0	0	0	0	EHA02171	Individual	EHI01225	EHA02171	1109060874	PR02041
0	0	0	0	0	0	EHA01663	Individual	EHI01195	EHA01663	2202403704	PR01991
99721545	25444	898	11642	416931	16	EHA03904	Individual	EHI02359	EHA03904	4835302951	PR03074
1050224268	14005	13680	167084	592729	283	EHA02511	Coassembly	EHI01519	EHA02500	4254087826	PR02459
1857363119	9343	40963	333138	758633	403	EHA03774	Coassembly	EHI02284	EHA03755	3697877339	PR02958
52079334	6042	1131	11594	615759	11	EHA03592	Individual	EHI02288	EHA03592	2890470068	PR02955
136019629	12173	2120	22662	1015781	24	EHA00710	Individual	EHI00738	EHA00710	3781111905	PR01385
130859170	2989	9604	42915	479563	33	EHA02797	Coassembly	EHI01589	EHA02795	3879752368	PR02308
1524177280	6686	43825	325860	660807	368	EHA03622	Coassembly	EHI01276	EHA03613	3151238042	PR02072
909531124	4917	36127	227179	515382	168	EHA03634	Coassembly	EHI02227	EHA03631	4547753444	PR02940
106920646	5485	3323	25633	251353	30	EHA03213	Coassembly	EHI01654	EHA03206	2516531544	PR02256
1946511576	5111	75641	450507	869648	280	EHA03114	Coassembly	EHI01817	EHA03104	3437396782	PR02573
65949344	3860	3502	18627	190156	9	EHA03589	Individual	EHI02285	EHA03589	5386730586	PR02952
924025443	10365	16294	160474	712606	271	EHA00838	Coassembly	EHI00375	EHA00838	1604389309	PR00843
107595360	11073	1915	18101	430084	8	EHA03508	Coassembly	EHI02107	EHA03506	0	PR02871
77647509	5225	2290	18916	479716	22	EHA02348	Individual	EHI01616	EHA02348	3349969716	PR02290
8422622	33349	66	708	162118	1	EHA02931	Coassembly	EHI00911	EHA02931	2743871405	PR01730
560058548	9262	11286	102831	341009	135	EHA03478	Coassembly	EHI02079	EHA03454	4293038259	PR02841
62274423	23420	519	7870	781550	18	EHA01886	Individual	EHI01312	EHA01886	3769676465	PR02118
0	0	0	0	0	0	EHA03781	Coassembly	EHI02197	EHA03781	8351246269	PR02830
1647390529	4933	66555	413533	714601	266	EHA03257	Coassembly	EHI02040	EHA03257	3197145943	PR02690
1739592354	12630	26738	272652	701363	520	EHA02580	Coassembly	EHI01468	EHA02565	1696946557	PR02383
148639272	14300	1728	24738	407311	39	EHA02433	Individual	EHI01526	EHA02433	4598882145	PR02407
74548511	17737	659	11539	537253	21	EHA02455	Individual	EHI01486	EHA02455	3506858483	PR02441
171623355	23968	1284	23077	556860	42	EHA02444	Individual	EHI01460	EHA02444	7333306758	PR02430
969157718	9764	19404	174492	669655	217	EHA03370	Coassembly	EHI01989	EHA03363	4650449132	PR02663
1647390529	4933	66555	413533	714601	266	EHA03267	Coassembly	EHI02050	EHA03257	6735879699	PR02700
0	0	0	0	0	0	EHA01245	Individual	EHI00890	EHA01245	1591542124	PR01585
1489552796	7317	37095	305058	485840	370	EHA03603	Coassembly	EHI00638	EHA03601	2639976157	PR00993
128029487	25519	875	17348	743283	30	EHA00769	Individual	EHI00768	EHA00769	7523017106	PR01455
59289284	4532	2538	15371	208930	9	EHA02437	Individual	EHI01550	EHA02437	4678483400	PR02411
