Ex code,EX batch,Extract barcode,BB sample,Extraction Replicate,Coordinates,EX ng/ul,EX ul,EX DNA ng,EX Validation,Notes,Autonumber,Autonumber2,Number of libraries,Number good libraries,Number of indexed libraries,Libraries,LI (Library),Used ul,Remaining ul,Remaining ng,Species,Sampling date,Latitude reduced,Longitude reduced,Country,Biome,Environment,Type,Taxid,Common name,Development,Length (mm),Weight (g),Sex,Specimen,Number of sequenced datasets,Total data (GB),Host data (GB),Metagenomic data (GB),number_bins,BioProject,SE Batch,Purpose,IN (Indexing),Indexed libraries (from LI (Library)),Indexed libraries (from LI (Library)) 2,Collaborator(s) (from BB sample),BB Batch (from BB sample),ENA Sample accession,geographic location (region and locality),Ex type,Sequenced,Indexed,Libraried copy,Order
AAH41E1,EXB0038,LV1053382036,AAH41,E1,P110_4F,1.87,45,84,Warning,0,1226,01226,1,1,1,,AAH41E1L1,24.0,21,39,Plecotus austriacus,18/10/2020,42.381,1.759,Spain,1000221 - Temperate woodland,Cave,Faecal,109483,Grey longe-eared bat,Adult,40.00,9.40,Male,SD00037,1,8.17,0.044,7.75,0,,SEB007,metagenome,,AAH41E1L1I1,AAH41E1L1I1,Adria Lopez-Baucells,BBB0029,,"Catalonia, Cova d'Anes",DNA,1,1,1,Chiroptera
AAH53E1,EXB0038,LV1040374826,AAH53,E1,P110_4G,0.51,45,23,Error,0,1227,01227,1,1,1,,AAH53E1L1,24.0,21,11,Myotis crypticus,17/10/2020,42.339,1.802,Spain,1000221 - Temperate woodland,Cave,Faecal,2528591,Cryptic myotis ,Adult,46.10,6.70,Male,SD00034,1,8.12,0.230,7.50,0,ERP142098,SEB007,metagenome,,AAH53E1L1I1,AAH53E1L1I1,Adria Lopez-Baucells,BBB0029,,"Catalonia, Fou de Bor",DNA,1,1,1,Chiroptera
AAH59E1,EXB0038,LV1053382062,AAH59,E1,P110_4H,0.11,45,5,Error,0,1228,01228,1,1,1,,AAH59E1L1,24.0,21,2,Myotis crypticus,15/10/2020,42.118,1.494,Spain,1000221 - Temperate woodland,Cave,Faecal,2528591,Cryptic myotis ,Adult,41.10,6.90,Male,SD00029,1,5.86,4.849,0.82,0,ERP142098,SEB007,metagenome,,AAH59E1L1I1,AAH59E1L1I1,Adria Lopez-Baucells,BBB0029,,"Catalonia, Avenc Montserrat Ubach",DNA,1,1,1,Chiroptera
AAH63E1,EXB0038,LV1040374896,AAH63,E1,P110_5A,0.16,45,7,Error,0,1229,01229,1,1,1,,AAH63E1L1,24.0,21,3,Myotis escalerai,15/10/2020,42.118,1.494,Spain,1000221 - Temperate woodland,Cave,Faecal,508772,Escalera's bat ,Adult,40.00,7.00,Male,SD00026,1,14.08,2.435,10.99,0,,SEB007,metagenome,,AAH63E1L1I1,AAH63E1L1I1,Adria Lopez-Baucells,BBB0029,,"Catalonia, Avenc Montserrat Ubach",DNA,1,1,1,Chiroptera
AAH67E1,EXB0038,LV1053383003,AAH67,E1,P110_5B,0.78,45,35,Error,0,1230,01230,1,1,1,,AAH67E1L1,24.0,21,16,Myotis escalerai,15/10/2020,42.118,1.494,Spain,1000221 - Temperate woodland,Cave,Faecal,508772,Escalera's bat ,Adult,40.60,5.90,Male,SD00025,1,5.86,1.168,4.38,7,,SEB007,metagenome,,AAH67E1L1I1,AAH67E1L1I1,Adria Lopez-Baucells,BBB0029,,"Catalonia, Avenc Montserrat Ubach",DNA,1,1,1,Chiroptera
AAH77E1,EXB0038,LV1040374766,AAH77,E1,P110_5C,0.41,45,18,Error,0,1231,01231,1,1,1,,AAH77E1L1,24.0,21,9,Rhinolophus ferrumequinum,12/10/2020,42.067,1.684,Spain,1000221 - Temperate woodland,Cave,Faecal,59479,Greater horseshoe bat,Adult,56.30,19.80,Female,SD00021,1,8.73,5.801,2.58,0,ERP142105,SEB007,metagenome,,AAH77E1L1I1,AAH77E1L1I1,Adria Lopez-Baucells,BBB0029,,"Catalonia, Bòfia de Sant Jaume",DNA,1,1,1,Chiroptera
AAH79E1,EXB0038,LV1053381721,AAH79,E1,P110_5D,0.68,45,31,Error,0,1232,01232,1,1,1,,AAH79E1L1,24.0,21,14,Rhinolophus hipposideros,12/10/2020,42.067,1.684,Spain,1000221 - Temperate woodland,Cave,Faecal,77218,Lesser horseshoe bat,Adult,35.80,4.50,Male,SD00020,1,9.34,2.026,6.89,12,,SEB007,metagenome,,AAH79E1L1I1,AAH79E1L1I1,Adria Lopez-Baucells,BBB0029,,"Catalonia, Bòfia de Sant Jaume",DNA,1,1,1,Chiroptera
AAH83E1,EXB0038,LV1053382119,AAH83,E1,P110_5E,0.29,45,13,Error,0,1233,01233,1,1,1,,AAH83E1L1,24.0,21,6,Rhinolophus ferrumequinum,12/10/2020,42.067,1.684,Spain,1000221 - Temperate woodland,Cave,Faecal,59479,Greater horseshoe bat,Adult,57.00,19.80,Male,SD00018,1,7.24,3.425,3.43,0,ERP142105,SEB007,metagenome,,AAH83E1L1I1,AAH83E1L1I1,Adria Lopez-Baucells,BBB0029,,"Catalonia, Bòfia de Sant Jaume",DNA,1,1,1,Chiroptera
AAH84E1,EXB0038,LV1040374820,AAH84,E1,P110_5F,0.26,45,12,Error,0,1234,01234,1,1,1,,AAH84E1L1,24.0,21,6,Rhinolophus hipposideros,12/10/2020,42.067,1.684,Spain,1000221 - Temperate woodland,Cave,Faecal,77218,Lesser horseshoe bat,Adult,37.80,6.30,Female,SD00017,1,5.70,0.630,4.78,0,,SEB007,metagenome,,AAH84E1L1I1,AAH84E1L1I1,Adria Lopez-Baucells,BBB0029,,"Catalonia, Bòfia de Sant Jaume",DNA,1,1,1,Chiroptera
AAH89E1,EXB0038,LV1053380892,AAH89,E1,P110_5G,0.19,45,8,Error,0,1235,01235,1,1,1,,AAH89E1L1,24.0,21,4,Myotis escalerai,12/10/2020,42.067,1.684,Spain,1000221 - Temperate woodland,Cave,Faecal,508772,Escalera's bat ,Adult,37.50,5.70,Male,SD00015,1,7.40,3.396,3.73,0,,SEB007,metagenome,,AAH89E1L1I1,AAH89E1L1I1,Adria Lopez-Baucells,BBB0029,,"Catalonia, Bòfia de Sant Jaume",DNA,1,1,1,Chiroptera
AAI06E1,EXB0038,LV1053382053,AAI06,E1,P110_5H,2.72,45,122,Warning,0,1236,01236,1,1,1,,AAI06E1L1,24.0,21,57,Rhinolophus hipposideros,5/10/2020,42.336,2.171,Spain,1000221 - Temperate woodland,Cave,Faecal,77218,Lesser horseshoe bat,Adult,37.00,5.00,Male,SD00007,1,4.54,0.593,3.51,4,,SEB007,metagenome,,AAI06E1L1I1,AAI06E1L1I1,Adria Lopez-Baucells,BBB0029,,"Catalonia, Cova de Rialb",DNA,1,1,1,Chiroptera
AAI10E1,EXB0038,LV1053382082,AAI10,E1,P110_6A,2.71,45,122,Warning,0,1237,01237,1,1,1,,AAI10E1L1,24.0,21,57,Plecotus austriacus,5/10/2020,42.336,2.171,Spain,1000221 - Temperate woodland,Cave,Faecal,109483,Grey longe-eared bat,Adult,40.50,8.40,Male,SD00001,1,5.66,0.249,5.13,12,,SEB007,metagenome,,AAI10E1L1I1,AAI10E1L1I1,Adria Lopez-Baucells,BBB0029,,"Catalonia, Cova de Rialb",DNA,1,1,1,Chiroptera
AAI14E1,EXB0038,LV1053380907,AAI14,E1,P110_6B,2.73,45,123,Warning,0,1238,01238,1,1,1,,AAI14E1L1,24.0,21,57,Plecotus austriacus,5/10/2020,42.336,2.171,Spain,1000221 - Temperate woodland,Cave,Faecal,109483,Grey longe-eared bat,Adult,40.60,9.00,Male,SD00004,1,4.73,1.631,2.64,0,,SEB007,metagenome,,AAI14E1L1I1,AAI14E1L1I1,Adria Lopez-Baucells,BBB0029,,"Catalonia, Cova de Rialb",DNA,1,1,1,Chiroptera
ACC86E1,EXB0038,LV1040374904,ACC86,E1,P110_6C,0.00,45,0,Error,0,1239,01239,1,1,1,,ACC86E1L1,24.0,21,0,Chloroceryle americana,13/11/2021,-12.600,-70.066,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,57406,Green kingfisher,Adult,78.00,30.50,Female,SD01925,1,6.72,5.116,1.21,2,ERP142086,SEB007,metagenome,,ACC86E1L1I1,ACC86E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Coraciiformes
ACC91E1,EXB0038,LV1053382059,ACC91,E1,P110_6D,0.00,45,0,Error,0,1240,01240,1,1,1,,ACC91E1L1,24.0,21,0,Tachycineta albiventer,21/11/2021,-12.431,-70.678,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,173223,White-winged swallow ,Adult,109.00,19.50,,SD01976,1,6.63,5.014,1.21,2,ERP142118,SEB007,metagenome,,ACC91E1L1I1,ACC91E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACC98E1,EXB0038,LV1040374861,ACC98,E1,P110_6E,0.00,45,0,Error,0,1241,01241,1,0,1,,ACC98E1L1,24.0,21,0,Chloroceryle americana,21/11/2021,-12.431,-70.678,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,57406,Green kingfisher,Adult,77.00,29.70,Male,SD01930,1,10.19,1.011,3.40,2,ERP142086,SEB007,metagenome,,ACC98E1L1I1,ACC98E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Coraciiformes
ACD05E1,EXB0038,LV1053382065,ACD05,E1,P110_6F,0.00,45,0,Error,0,1242,01242,1,0,1,,ACD05E1L1,24.0,21,0,Tachycineta albiventer,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,173223,White-winged swallow ,Juvenile,100.00,15.90,,SD01970,1,8.84,3.037,5.05,2,ERP142118,SEB007,metagenome,,ACD05E1L1I1,ACD05E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACD06E1,EXB0038,LV1053381771,ACD06,E1,P110_6G,0.16,45,7,Error,0,1243,01243,1,1,1,,ACD06E1L1,24.0,21,3,Paroaria gularis,13/11/2021,-12.600,-70.066,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,548512 ,Red-capped cardinal ,Adult,85.00,28.90,,SD01947,1,7.98,6.704,0.96,0,,SEB007,metagenome,,ACD06E1L1I1,ACD06E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACD17E1,EXB0038,LV1040374874,ACD17,E1,P110_6H,0.00,45,0,Error,0,1244,01244,1,1,1,,ACD17E1L1,24.0,21,0,Tachycineta albiventer,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,173223,White-winged swallow ,Juvenile,101.00,17.20,,SD01974,1,8.00,6.183,1.17,2,ERP142118,SEB007,metagenome,,ACD17E1L1I1,ACD17E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACD19E1,EXB0038,LV1053382049,ACD19,E1,P110_7A,0.00,45,0,Error,0,1245,01245,1,1,1,,ACD19E1L1,24.0,21,0,Tachycineta albiventer,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,173223,White-winged swallow ,Adult,105.00,18.20,,SD01967,1,8.51,6.848,0.80,2,ERP142118,SEB007,metagenome,,ACD19E1L1I1,ACD19E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACD20E1,EXB0038,LV1053382086,ACD20,E1,P110_7B,0.25,45,11,Error,0,1246,01246,1,0,1,,ACD20E1L1,24.0,21,5,Tachycineta albiventer,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,173223,White-winged swallow ,Juvenile,103.00,17.50,,SD01968,1,5.98,3.653,1.36,2,ERP142118,SEB007,metagenome,,ACD20E1L1I1,ACD20E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACD23E1,EXB0038,LV1053382076,ACD23,E1,P110_7C,0.14,45,6,Error,0,1247,01247,1,1,1,,ACD23E1L1,24.0,21,3,Paroaria gularis,13/11/2021,-12.600,-70.066,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,548512 ,Red-capped cardinal ,Adult,82.00,29.60,,SD01945,1,6.85,5.731,0.84,0,,SEB007,metagenome,,ACD23E1L1I1,ACD23E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACD26E1,EXB0038,LV1040374914,ACD26,E1,P110_7D,0.00,45,0,Error,0,1248,01248,1,1,1,,ACD26E1L1,24.0,21,0,Tachycineta albiventer,6/11/2021,-12.698,-69.829,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,173223,White-winged swallow ,Juvenile,102.00,17.10,,SD01971,1,6.97,6.613,0.00,0,ERP142118,SEB007,metagenome,,ACD26E1L1I1,ACD26E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACD65E1,EXB0038,LV1053382125,ACD65,E1,P110_7E,0.00,45,0,Error,0,1249,01249,1,1,1,,ACD65E1L1,24.0,21,0,Chloroceryle americana,14/6/2021,-12.404,-70.721,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,57406,Green kingfisher,Adult,78.00,31.50,,SD01928,1,9.00,8.448,0.00,0,ERP142086,SEB007,metagenome,,ACD65E1L1I1,ACD65E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Coraciiformes
ACD80E1,EXB0038,LV1053382124,ACD80,E1,P110_7F,0.00,45,0,Error,0,1250,01250,1,0,1,,ACD80E1L1,24.0,21,0,Tachycineta albiventer,22/6/2021,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,173223,White-winged swallow ,Adult,108.00,19.30,,SD01981,1,7.55,0.903,4.91,2,ERP142118,SEB007,metagenome,,ACD80E1L1I1,ACD80E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACD85E1,EXB0038,LV1053381818,ACD85,E1,P110_7G,0.00,45,0,Error,0,1251,01251,1,1,1,,ACD85E1L1,24.0,21,0,Tachycineta albiventer,1/7/2021,-12.047,-71.189,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,173223,White-winged swallow ,Adult,110.00,17.70,,SD01982,1,6.89,4.871,1.63,2,ERP142118,SEB007,metagenome,,ACD85E1L1I1,ACD85E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACD88E1,EXB0038,LV1053382038,ACD88,E1,P110_7H,0.00,45,0,Error,0,1252,01252,1,0,1,,ACD88E1L1,24.0,21,0,Chloroceryle americana,22/6/2021,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,57406,Green kingfisher,Adult,80.00,31.50,Female,SD01931,1,8.34,0.331,6.81,2,ERP142086,SEB007,metagenome,,ACD88E1L1I1,ACD88E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Coraciiformes
ACD92E1,EXB0038,LV1040374768,ACD92,E1,P110_8A,0.00,45,0,Error,0,1253,01253,1,1,1,,ACD92E1L1,24.0,21,0,Paroaria gularis,14/6/2021,-12.404,-70.721,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,548512 ,Red-capped cardinal ,Adult,83.00,28.10,,SD01951,1,4.79,3.406,0.74,0,,SEB007,metagenome,,ACD92E1L1I1,ACD92E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACD98E1,EXB0038,LV1040374832,ACD98,E1,P110_8B,0.00,45,0,Error,0,1254,01254,1,0,1,,ACD98E1L1,24.0,21,0,Tachycineta albiventer,1/12/2021,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,173223,White-winged swallow ,Juvenile,106.00,16.40,,SD01978,1,7.84,1.265,4.94,2,ERP142118,SEB007,metagenome,,ACD98E1L1I1,ACD98E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACE08E1,EXB0038,LV1053382061,ACE08,E1,P110_8C,0.00,45,0,Error,0,1255,01255,1,1,1,,ACE08E1L1,24.0,21,0,Tachycineta albiventer,1/12/2021,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,173223,White-winged swallow ,Adult,103.00,16.80,,SD01977,1,8.46,7.941,0.00,0,ERP142118,SEB007,metagenome,,ACE08E1L1I1,ACE08E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACE11E1,EXB0038,LV1053382060,ACE11,E1,P110_8D,2.64,45,119,Warning,0,1256,01256,1,1,1,,ACE11E1L1,24.0,21,55,Chloroceryle americana,22/6/2021,-11.884,-71.410,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,57406,Green kingfisher,Adult,81.00,29.00,Female,SD01932,1,5.25,5.035,0.00,0,ERP142086,SEB007,metagenome,,ACE11E1L1I1,ACE11E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Coraciiformes
ACE21E1,EXB0038,LV1053380940,ACE21,E1,P110_8E,0.00,45,0,Error,0,1257,01257,1,1,1,,ACE21E1L1,24.0,21,0,Paroaria gularis,13/11/2021,-12.600,-70.066,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,548512 ,Red-capped cardinal ,Adult,81.00,30.70,,SD01948,1,9.37,7.310,1.53,0,,SEB007,metagenome,,ACE21E1L1I1,ACE21E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Passeriformes
ACE30E1,EXB0038,LV1053381795,ACE30,E1,P110_8F,0.00,45,0,Error,No more extract left,1258,01258,1,1,1,,ACE30E1L1,24.0,21,0,Chloroceryle americana,14/6/2021,-12.404,-70.721,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,57406,Green kingfisher,Adult,76.00,29.60,,SD01927,1,5.66,4.178,0.93,2,ERP142086,SEB007,metagenome,,ACE30E1L1I1,ACE30E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Coraciiformes
ACE33E1,EXB0038,LV1053382092,ACE33,E1,P110_8G,0.00,45,0,Error,0,1259,01259,1,1,1,,ACE33E1L1,24.0,21,0,Chloroceryle americana,1/7/2021,-12.047,-71.189,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,57406,Green kingfisher,Adult,78.00,32.70,Female,SD01933,1,8.94,6.561,1.47,2,ERP142086,SEB007,metagenome,,ACE33E1L1I1,ACE33E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Coraciiformes
ACE43E1,EXB0038,LV1053383041,ACE43,E1,P110_8H,0.00,45,0,Error,0,1260,01260,1,0,1,,ACE43E1L1,24.0,21,0,Chloroceryle americana,21/11/2021,-12.431,-70.678,Peru,1000252 - Lake or pond,Oxbow lake,Anal/cloacal swab,57406,Green kingfisher,Adult,77.00,29.70,Female,SD01929,1,8.89,4.040,3.45,2,ERP142086,SEB007,metagenome,,ACE43E1L1I1,ACE43E1L1I1,Tali Magory Cohen,BBB0029,,Madre de Dios,DNA,1,1,1,Coraciiformes
C1_EXB0038E1,EXB0038,LV1053381662,C1_EXB0038,E1,P110_9A,0.08,45,3,Error,0,1261,01261,1,0,1,,C1_EXB0038E1L1,24.0,21,2,,,,,,,,,,,,,,,,1,13.06,0.189,0.00,0,,SEB007,unknown,,C1_EXB0038E1L1I1,C1_EXB0038E1L1I1,,,,,DNA,1,1,1,
AFO76E1,EXB0039,LV1040374491,AFO76,E1,P114_1A,10.70,45,481,OK,0,1292,01292,1,1,1,,AFO76E1L1,18.0,27,289,Podarcis sp.,12/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,,,Adult,9.70,2.30,Female,SD02488,1,9.30,0.371,8.41,45,,SEB009,metagenome,,AFO76E1L1I1,AFO76E1L1I1,Joana Fernandes,BBB0030,,Arouca,DNA,1,1,1,Squamata
AFO79E1,EXB0039,LV1040374176,AFO79,E1,P114_1B,2.33,45,105,Warning,0,1293,01293,0,0,0,,,0.0,45,105,Podarcis sp.,12/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,,,Sub-adult,12.10,1.50,Male,SD02489,0,0.00,0.000,0.00,0,,,metagenome,,,,Joana Fernandes,BBB0030,,Arouca,DNA,0,0,0,Squamata
AFO81E1,EXB0039,LV1040374212,AFO81,E1,P114_1C,2.08,45,94,Warning,0,1294,01294,0,0,0,,,0.0,45,94,Podarcis sp.,12/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,,,Adult,14.00,2.30,Male,SD02490,0,0.00,0.000,0.00,0,,,metagenome,,,,Joana Fernandes,BBB0030,,Arouca,DNA,0,0,0,Squamata
AFO89E1,EXB0039,LV1040374046,AFO89,E1,P114_1D,4.56,45,205,OK,0,1295,01295,0,0,0,,,0.0,45,205,Podarcis sp.,13/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,,,Adult,6.80,1.90,Male,SD02494,0,0.00,0.000,0.00,0,,,metagenome,,,,Joana Fernandes,BBB0030,,Arouca,DNA,0,0,0,Squamata
AFO93E1,EXB0039,LV1053381636,AFO93,E1,P114_1E,8.86,45,399,OK,0,1296,01296,1,1,1,,AFO93E1L1,22.0,23,204,Timon lepidus,13/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,399537,Ocellated lizard,Juvenile,14.40,4.10,Unknown,SD02496,1,6.64,0.212,6.09,0,,SEB009,metagenome,,AFO93E1L1I1,AFO93E1L1I1,Joana Fernandes,BBB0030,,Arouca,DNA,1,1,1,Squamata
AFO95E1,EXB0039,LV1040374550,AFO95,E1,P114_1F,1.01,45,45,Error,0,1297,01297,0,0,0,,,0.0,45,45,Timon lepidus,13/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,399537,Ocellated lizard,Adult,32.10,4.80,Male,SD02497,0,0.00,0.000,0.00,0,,,metagenome,,,,Joana Fernandes,BBB0030,,Arouca,DNA,0,0,0,Squamata
AFO99E1,EXB0039,LV1053380798,AFO99,E1,P114_1G,11.40,45,513,OK,0,1298,01298,1,1,1,,AFO99E1L1,17.0,28,319,Timon lepidus,14/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,399537,Ocellated lizard,Adult,40.80,64.90,Female,SD02499,1,10.39,1.091,8.79,0,,SEB009,metagenome,,AFO99E1L1I1,AFO99E1L1I1,Joana Fernandes,BBB0030,,Arouca,DNA,1,1,1,Squamata
AFP03E1,EXB0039,LV1053381385,AFP03,E1,P114_1H,0.00,45,0,Error,0,1299,01299,0,0,0,,,0.0,45,0,Podarcis sp.,14/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,,,Adult,16.30,5.10,Male,SD02500,0,0.00,0.000,0.00,0,,,metagenome,,,,Joana Fernandes,BBB0030,,Arouca,DNA,0,0,0,Squamata
AFP05E1,EXB0039,LV1053380834,AFP05,E1,P114_2A,0.00,45,0,Error,0,1300,01300,0,0,0,,,0.0,45,0,Podarcis sp.,14/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,,,Adult,14.70,3.90,Male,SD02501,0,0.00,0.000,0.00,0,,,metagenome,,,,Joana Fernandes,BBB0030,,Arouca,DNA,0,0,0,Squamata
AFP15E1,EXB0039,LV1053381640,AFP15,E1,P114_2B,6.87,45,309,OK,0,1301,01301,1,1,1,,AFP15E1L1,24.0,21,144,Chalcides striatus,15/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,227093,Western three-toed skink,Juvenile,15.30,2.50,Unknown,SD02506,1,7.71,0.013,7.32,26,,SEB009,metagenome,,AFP15E1L1I1,AFP15E1L1I1,Joana Fernandes,BBB0030,,Arouca,DNA,1,1,1,Squamata
AFP19E1,EXB0039,LV1040374466,AFP19,E1,P114_2C,17.30,45,779,OK,0,1302,01302,1,1,1,,AFP19E1L1,11.6,33,578,Timon lepidus,26/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,399537,Ocellated lizard,Juvenile,17.40,4.80,Unknown,SD02508,1,5.66,0.049,5.31,0,,SEB009,metagenome,,AFP19E1L1I1,AFP19E1L1I1,Joana Fernandes,BBB0030,,Arouca,DNA,1,1,1,Squamata
AFP29E1,EXB0039,LV1053381458,AFP29,E1,P114_2D,0.00,45,0,Error,0,1303,01303,0,0,0,,,0.0,45,0,Podarcis sp.,27/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,,,Sub-adult,10.30,1.70,Male,SD02512,0,0.00,0.000,0.00,0,,,metagenome,,,,Joana Fernandes,BBB0030,,Arouca,DNA,0,0,0,Squamata
AFP31E1,EXB0039,LV1053380820,AFP31,E1,P114_2E,9.91,45,446,OK,0,1304,01304,1,1,1,,AFP31E1L1,20.0,25,248,Podarcis sp.,27/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,,,Sub-adult,12.50,2.10,Male,SD02513,1,7.26,3.845,3.01,22,,SEB009,metagenome,,AFP31E1L1I1,AFP31E1L1I1,Joana Fernandes,BBB0030,,Arouca,DNA,1,1,1,Squamata
AFP35E1,EXB0039,LV1053381589,AFP35,E1,P114_2F,6.14,45,276,OK,0,1305,01305,1,1,1,,AFP35E1L1,24.0,21,129,Podarcis sp.,28/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,,,Sub-adult,12.30,1.80,Male,SD02515,1,5.92,0.110,5.45,25,,SEB009,metagenome,,AFP35E1L1I1,AFP35E1L1I1,Joana Fernandes,BBB0030,,Arouca,DNA,1,1,1,Squamata
AFP37E1,EXB0039,LV1053381556,AFP37,E1,P114_2G,3.93,45,177,Warning,0,1306,01306,0,0,0,,,0.0,45,177,Podarcis sp.,28/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,,,Sub-adult,7.80,2.20,Male,SD02516,0,0.00,0.000,0.00,0,,,metagenome,,,,Joana Fernandes,BBB0030,,Arouca,DNA,0,0,0,Squamata
AFP39E1,EXB0039,LV1053381587,AFP39,E1,P114_2H,1.83,45,82,Warning,0,1307,01307,0,0,0,,,0.0,45,82,Podarcis sp.,28/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,,,Juvenile,10.80,1.10,Male,SD02517,0,0.00,0.000,0.00,0,,,metagenome,,,,Joana Fernandes,BBB0030,,Arouca,DNA,0,0,0,Squamata
AFP41E1,EXB0039,LV1053380823,AFP41,E1,P114_3A,0.09,45,4,Error,0,1308,01308,0,0,0,,,0.0,45,4,Podarcis sp.,29/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,,,Juvenile,9.70,1.10,Unknown,SD02518,0,0.00,0.000,0.00,0,,,metagenome,,,,Joana Fernandes,BBB0030,,Arouca,DNA,0,0,0,Squamata
AFP45E1,EXB0039,LV1053381580,AFP45,E1,P114_3B,7.44,45,335,OK,0,1309,01309,1,1,1,,AFP45E1L1,24.0,21,156,Podarcis sp.,29/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,,,Adult,16.30,3.80,Male,SD02520,1,5.89,0.114,5.34,23,,SEB009,metagenome,,AFP45E1L1I1,AFP45E1L1I1,Joana Fernandes,BBB0030,,Arouca,DNA,1,1,1,Squamata
