ID,AB_batch,Type (from AB Batch),Host,assembly_ena_accession,Autonumber1,PreprocessedSample,EHI_number,Assembly_code,Coassembly_name,PR_batch,EHI_number_api,sample_type,assembly_length,N50,L50,num_contigs,largest_contig,num_bins,assembly_mapping_percent,metagenomic_bases,assembly_url,mag_url,mapping_url,Status,Nonpareil completeness,locality,Order,successful_assembly
EHA00453,ABB0111,Individual,Sciurus vulgaris,,453,PR00938,EHI00545,EHA00453,EHA00440,PRB0016,EHI00545,Faecal,107219795,9018,1854,19594,315674,28,70.00,2846606757,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/EHA00453_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0111,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/PRB0016_EHI00545_EHA00453.bam,Done,0.8555,Gaia,Rodentia,1
EHA00454,ABB0111,Individual,Sciurus vulgaris,,454,PR00939,EHI00553,EHA00454,EHA00440,PRB0016,EHI00553,Anal/cloacal swab,0,0,0,0,0,0,0.00,1384671072,,,,Done,0.5698,Wales,Rodentia,0
EHA00455,ABB0111,Individual,Sciurus vulgaris,,455,PR00940,EHI00584,EHA00455,EHA00440,PRB0016,EHI00584,Anal/cloacal swab,0,0,0,0,0,0,0.00,1102107077,,,,Done,0.8025,Hokkaido,Rodentia,0
EHA00456,ABB0111,Individual,Sciurus vulgaris,,456,PR00942,EHI00600,EHA00456,EHA00440,PRB0016,EHI00600,Faecal,124939631,29531,729,17355,739270,32,71.00,4966612685,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/EHA00456_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0111,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/PRB0016_EHI00600_EHA00456.bam,Done,0.8736,"Brownsea, Dorset",Rodentia,1
EHA00457,ABB0111,Individual,Sciurus vulgaris,,457,PR00943,EHI00612,EHA00457,EHA00440,PRB0016,EHI00612,Anal/cloacal swab,0,0,0,0,0,0,0.00,2959008638,,,,Done,0.6325,Hokkaido,Rodentia,0
EHA00458,ABB0111,Individual,Sciurus vulgaris,,458,PR00945,EHI00627,EHA00458,EHA00440,PRB0016,EHI00627,Anal/cloacal swab,0,0,0,0,0,0,0.00,850670804,,,,Done,0.9379,Hokkaido,Rodentia,0
EHA00459,ABB0111,Individual,Sciurus vulgaris,,459,PR00946,EHI00631,EHA00459,EHA00440,PRB0016,EHI00631,Faecal,173618953,13680,2218,29005,459068,19,99.00,5156352694,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/EHA00459_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0111,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/PRB0016_EHI00631_EHA00459.bam,Done,0.8764,"Brownsea, Dorset",Rodentia,1
EHA00460,ABB0111,Individual,Peromyscus maniculatus,,460,PR00948,EHI00369,EHA00460,EHA00440,PRB0017,EHI00369,Faecal,114198012,7303,2568,24478,490022,26,46.00,3305144737,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/EHA00460_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0111,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/PRB0017_EHI00369_EHA00460.bam,Done,0.7240,British Columbia,Rodentia,1
EHA00461,ABB0111,Individual,Peromyscus maniculatus,,461,PR00949,EHI00378,EHA00461,EHA00440,PRB0017,EHI00378,Faecal,113260202,6341,2846,25374,315705,16,54.00,3229810280,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/EHA00461_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0111,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/PRB0017_EHI00378_EHA00461.bam,Done,0.7621,British Columbia,Rodentia,1
EHA00462,ABB0111,Individual,Peromyscus maniculatus,,462,PR00950,EHI00379,EHA00462,EHA00440,PRB0017,EHI00379,Faecal,72449171,4090,3624,20072,207309,7,30.00,3036493481,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/EHA00462_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0111,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/PRB0017_EHI00379_EHA00462.bam,Done,0.6340,British Columbia,Rodentia,1
EHA00463,ABB0111,Individual,Peromyscus maniculatus,,463,PR00951,EHI00386,EHA00463,EHA00440,PRB0017,EHI00386,Faecal,125985062,4462,5470,32702,358148,24,42.00,4365859630,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/EHA00463_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0111,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/PRB0017_EHI00386_EHA00463.bam,Done,0.7151,British Columbia,Rodentia,1
EHA00464,ABB0111,Individual,Peromyscus maniculatus,,464,PR00952,EHI00390,EHA00464,EHA00440,PRB0017,EHI00390,Faecal,73092921,4093,4258,20340,151456,9,41.00,2839237139,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/EHA00464_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0111,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0111/PRB0017_EHI00390_EHA00464.bam,Done,0.6990,British Columbia,Rodentia,1
EHA00465,ABB0119,Individual,Peromyscus maniculatus,,465,PR00953,EHI00395,EHA00465,EHA00465,PRB0017,EHI00395,Faecal,93791253,4777,3143,23402,492379,15,46.00,3778964518,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00465_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00395_EHA00465.bam,Done,0.7274,British Columbia,Rodentia,1
EHA00466,ABB0119,Individual,Peromyscus maniculatus,,466,PR00954,EHI00396,EHA00466,EHA00465,PRB0017,EHI00396,Faecal,99558266,4641,3828,25281,443459,14,48.00,3761715816,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00466_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00396_EHA00466.bam,Done,0.7563,British Columbia,Rodentia,1
EHA00467,ABB0119,Individual,Peromyscus maniculatus,,467,PR00955,EHI00401,EHA00467,EHA00465,PRB0017,EHI00401,Faecal,198896332,6012,6036,44937,369833,38,55.00,5294165032,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00467_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00401_EHA00467.bam,Done,0.7740,British Columbia,Rodentia,1
EHA00468,ABB0119,Individual,Peromyscus maniculatus,,468,PR00956,EHI00440,EHA00468,EHA00465,PRB0017,EHI00440,Faecal,0,0,0,0,0,0,0.00,1226888466,,,,Done,0.6281,British Columbia,Rodentia,0
EHA00469,ABB0119,Individual,Peromyscus maniculatus,,469,PR00957,EHI00449,EHA00469,EHA00465,PRB0017,EHI00449,Faecal,69306373,6913,1925,14596,241535,3,78.00,4405404689,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00469_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00449_EHA00469.bam,Done,0.9291,British Columbia,Rodentia,1
EHA00470,ABB0119,Individual,Peromyscus maniculatus,,470,PR00958,EHI00452,EHA00470,EHA00465,PRB0017,EHI00452,Faecal,105306026,5955,3152,23883,300194,22,59.00,3936902690,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00470_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00452_EHA00470.bam,Done,0.7918,British Columbia,Rodentia,1
EHA00471,ABB0119,Individual,Peromyscus maniculatus,,471,PR00959,EHI00466,EHA00471,EHA00465,PRB0017,EHI00466,Faecal,147627152,6091,4853,33115,338950,23,57.00,4410513791,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00471_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00466_EHA00471.bam,Done,0.8151,British Columbia,Rodentia,1
EHA00472,ABB0119,Individual,Peromyscus maniculatus,,472,PR00960,EHI00471,EHA00472,EHA00465,PRB0017,EHI00471,Faecal,121123237,11875,1949,21090,296268,17,61.00,3806156008,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00472_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00471_EHA00472.bam,Done,0.8063,British Columbia,Rodentia,1
EHA00473,ABB0119,Individual,Peromyscus maniculatus,,473,PR00961,EHI00486,EHA00473,EHA00465,PRB0017,EHI00486,Faecal,98105657,4362,4229,25670,497489,13,48.00,3208291480,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00473_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00486_EHA00473.bam,Done,0.7413,British Columbia,Rodentia,1
EHA00474,ABB0119,Individual,Peromyscus maniculatus,,474,PR00962,EHI00505,EHA00474,EHA00465,PRB0017,EHI00505,Faecal,177839654,3984,8446,49229,224852,29,44.00,5556668347,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00474_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00505_EHA00474.bam,Done,0.7384,British Columbia,Rodentia,1
EHA00475,ABB0119,Individual,Peromyscus maniculatus,,475,PR00963,EHI00526,EHA00475,EHA00465,PRB0017,EHI00526,Faecal,176436918,8111,3857,35494,546722,39,66.00,5189801914,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00475_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00526_EHA00475.bam,Done,0.8319,British Columbia,Rodentia,1
EHA00476,ABB0119,Individual,Peromyscus maniculatus,,476,PR00964,EHI00543,EHA00476,EHA00465,PRB0017,EHI00543,Faecal,187383812,12453,2855,32307,420808,46,82.00,7496913035,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00476_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00543_EHA00476.bam,Done,0.9263,British Columbia,Rodentia,1
EHA00477,ABB0119,Individual,Peromyscus maniculatus,,477,PR00965,EHI00544,EHA00477,EHA00465,PRB0017,EHI00544,Faecal,235560239,8114,4515,47640,381947,44,66.00,7470861360,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00477_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00544_EHA00477.bam,Done,0.8483,British Columbia,Rodentia,1
EHA00478,ABB0119,Individual,Peromyscus maniculatus,,478,PR00966,EHI00548,EHA00478,EHA00465,PRB0017,EHI00548,Faecal,244838836,3963,13259,68142,339951,21,57.00,6996120838,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00478_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00548_EHA00478.bam,Done,0.8054,British Columbia,Rodentia,1
EHA00479,ABB0119,Individual,Peromyscus maniculatus,,479,PR00967,EHI00550,EHA00479,EHA00465,PRB0017,EHI00550,Faecal,127260589,5337,4459,30621,270743,17,58.00,4450362659,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00479_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00550_EHA00479.bam,Done,0.8058,British Columbia,Rodentia,1
EHA00480,ABB0119,Individual,Peromyscus maniculatus,,480,PR00968,EHI00551,EHA00480,EHA00465,PRB0017,EHI00551,Faecal,82880712,5566,2533,19188,332058,21,55.00,2549069771,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00480_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00551_EHA00480.bam,Done,0.7648,British Columbia,Rodentia,1
EHA00481,ABB0119,Individual,Peromyscus maniculatus,,481,PR00969,EHI00562,EHA00481,EHA00465,PRB0017,EHI00562,Faecal,213534544,4649,7647,54830,478599,36,55.00,8249254911,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/EHA00481_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0119,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0119/PRB0017_EHI00562_EHA00481.bam,Done,0.7998,British Columbia,Rodentia,1
EHA00482,ABB0119,Individual,Peromyscus maniculatus,,482,PR00970,EHI00614,EHA00482,EHA00465,PRB0017,EHI00614,Faecal,0,0,0,0,0,0,0.00,4516680540,,,,Done,0.9330,British Columbia,Rodentia,0
EHA00483,ABB0119,Individual,Muscardinus avellanarius,,483,PR00971,EHI00304,EHA00483,EHA00465,PRB0018,EHI00304,Faecal,0,0,0,0,0,0,0.00,1839763976,,,,Done,0.8041,Tuscany,Rodentia,0
EHA00484,ABB0119,Individual,Muscardinus avellanarius,,484,PR00972,EHI00311,EHA00484,EHA00465,PRB0018,EHI00311,Faecal,0,0,0,0,0,0,0.00,3700136400,,,,Done,0.7395,Tuscany,Rodentia,0
EHA00485,ABB0119,Individual,Muscardinus avellanarius,,485,PR00974,EHI00326,EHA00485,EHA00465,PRB0018,EHI00326,Faecal,0,0,0,0,0,0,0.00,3806486514,,,,Done,0.7418,Tuscany,Rodentia,0
EHA00486,ABB0119,Individual,Muscardinus avellanarius,,486,PR00981,EHI00640,EHA00486,EHA00465,PRB0018,EHI00640,Faecal,0,0,0,0,0,0,0.00,764164071,,,,Done,0.5962,Funen,Rodentia,0
EHA00487,ABB0119,Individual,Muscardinus avellanarius,,487,PR00982,EHI00647,EHA00487,EHA00465,PRB0018,EHI00647,Faecal,0,0,0,0,0,0,0.00,706723808,,,,Done,0.7982,Funen,Rodentia,0
EHA00488,ABB0119,Individual,Muscardinus avellanarius,,488,PR00984,EHI00650,EHA00488,EHA00465,PRB0018,EHI00650,Faecal,0,0,0,0,0,0,0.00,2630839611,,,,Done,0.7816,Voeren,Rodentia,0
EHA00489,ABB0119,Individual,Muscardinus avellanarius,,489,PR00987,EHI00664,EHA00489,EHA00465,PRB0018,EHI00664,Faecal,0,0,0,0,0,0,0.00,1020231105,,,,Done,0.7455,Kent,Rodentia,0
EHA00490,ABB0128,Individual,Peromyscus maniculatus,,490,PR00988,EHI00614,EHA00490,EHA00490,PRB0018,EHI00614,Faecal,0,0,0,0,0,0,0.00,6775286550,,,,Done,0.0000,British Columbia,Rodentia,0
EHA00491,ABB0128,Individual,Acrocephalus scirpaceus,,491,PR00989,EHI00240,EHA00491,EHA00490,PRB0018,EHI00240,Anal/cloacal swab,0,0,0,0,0,0,0.00,5370141395,,,,Done,0.9350,"Gipuzkoa, Donostia",Passeriformes,0
EHA00492,ABB0128,Individual,Apodemus flavicollis,,492,PR00990,EHI00494,EHA00492,EHA00490,PRB0019,EHI00494,Faecal,117558771,9264,2108,22008,703632,27,71.00,3330371852,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/EHA00492_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0128,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/PRB0019_EHI00494_EHA00492.bam,Done,0.8738,Kent,Rodentia,1
EHA00493,ABB0128,Individual,Apodemus flavicollis,,493,PR00991,EHI00561,EHA00493,EHA00490,PRB0019,EHI00561,Faecal,168686362,5910,5319,37786,361264,24,71.00,4691209870,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/EHA00493_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0128,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/PRB0019_EHI00561_EHA00493.bam,Done,0.8805,Kent,Rodentia,1
EHA00494,ABB0128,Individual,Apodemus flavicollis,,494,PR00992,EHI00565,EHA00494,EHA00490,PRB0019,EHI00565,Faecal,104666989,9601,1594,19703,499827,20,67.00,3450630216,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/EHA00494_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0128,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/PRB0019_EHI00565_EHA00494.bam,Done,0.8155,Kent,Rodentia,1
EHA00495,ABB0128,Individual,Apodemus flavicollis,,495,PR00993,EHI00638,EHA00495,EHA00490,PRB0019,EHI00638,Faecal,54733974,4957,1944,13576,344770,15,35.00,2639976157,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/EHA00495_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0128,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/PRB0019_EHI00638_EHA00495.bam,Done,0.6947,Voeren,Rodentia,1
EHA00496,ABB0128,Individual,Apodemus sylvaticus,,496,PR00994,EHI00532,EHA00496,EHA00490,PRB0019,EHI00532,Faecal,48239650,7884,828,10024,361265,6,48.00,1635018507,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/EHA00496_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0128,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/PRB0019_EHI00532_EHA00496.bam,Done,0.7326,Voeren,Rodentia,1
EHA00497,ABB0128,Individual,Apodemus sylvaticus,,497,PR00995,EHI00556,EHA00497,EHA00490,PRB0019,EHI00556,Faecal,118088280,10758,1727,21401,531772,30,75.00,3840344742,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/EHA00497_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0128,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/PRB0019_EHI00556_EHA00497.bam,Done,0.8795,Normandie,Rodentia,1
EHA00498,ABB0128,Individual,Apodemus sylvaticus,,498,PR00996,EHI00559,EHA00498,EHA00490,PRB0019,EHI00559,Faecal,46073253,6781,1237,10002,187553,12,36.00,1612926885,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/EHA00498_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0128,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/PRB0019_EHI00559_EHA00498.bam,Done,0.6575,Voeren,Rodentia,1
EHA00499,ABB0128,Individual,Apodemus sylvaticus,,499,PR00997,EHI00560,EHA00499,EHA00490,PRB0019,EHI00560,Faecal,80498377,6851,1724,17887,506850,18,48.00,2561883560,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/EHA00499_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0128,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/PRB0019_EHI00560_EHA00499.bam,Done,0.7527,Normandie,Rodentia,1
EHA00500,ABB0128,Individual,Falco eleonorae,,500,PR01023,EHI00141,EHA00500,EHA00490,PRB0021,EHI00141,Anal/cloacal swab,0,0,0,0,0,0,0.00,795685137,,,,Done,0.9756,"Canary Island, Norte",Falconiformes,0
EHA00501,ABB0128,Individual,Falco eleonorae,,501,PR01026,EHI00147,EHA00501,EHA00490,PRB0021,EHI00147,Anal/cloacal swab,0,0,0,0,0,0,0.00,906011391,,,,Done,0.9641,"Canary Island, Norte",Falconiformes,0
EHA00502,ABB0128,Individual,Falco eleonorae,,502,PR01028,EHI00154,EHA00502,EHA00490,PRB0021,EHI00154,Anal/cloacal swab,0,0,0,0,0,0,0.00,1051308667,,,,Done,0.7324,"Canary Island, Norte",Falconiformes,0
EHA00503,ABB0128,Individual,Falco eleonorae,,503,PR01029,EHI00155,EHA00503,EHA00490,PRB0021,EHI00155,Anal/cloacal swab,0,0,0,0,0,0,0.00,1008032833,,,,Done,0.7393,"Canary Island, Rapadura",Falconiformes,0
EHA00504,ABB0128,Individual,Miniopterus schreibersii,,504,PR01041,EHI00229,EHA00504,EHA00490,PRB0022,EHI00229,Faecal,57887073,86518,167,4434,658826,3,90.00,2089244357,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/EHA00504_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0128,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0128/PRB0022_EHI00229_EHA00504.bam,Done,0.9815,"Catalonia, Bauma dels teixidors",Chiroptera,1
EHA00505,ABB0128,Individual,Miniopterus schreibersii,,505,PR01043,EHI00279,EHA00505,EHA00490,PRB0022,EHI00279,Oral swab,0,0,0,0,0,0,0.00,778851368,,,,Done,0.9707,"Catalonia, Cova Grioteres",Chiroptera,0
EHA00506,ABB0128,Individual,Miniopterus schreibersii,,506,PR01044,EHI00297,EHA00506,EHA00490,PRB0022,EHI00297,Faecal,0,0,0,0,0,0,0.00,3377673550,,,,Done,0.9161,"Catalonia, Cova Grioteres",Chiroptera,0
EHA00507,ABB0128,Individual,Sceloporus aeneus,,507,PR01046,EHI00245,EHA00507,EHA00490,PRB0023,EHI00245,Anal/cloacal swab,0,0,0,0,0,0,0.00,1436629918,,,,Done,0.6360,PNLM,Squamata,0
EHA00508,ABB0128,Individual,Sceloporus aeneus,,508,PR01047,EHI00274,EHA00508,EHA00490,PRB0023,EHI00274,Anal/cloacal swab,0,0,0,0,0,0,0.00,2075128328,,,,Done,0.6903,PNLM,Squamata,0
EHA00509,ABB0128,Individual,Sceloporus aeneus,,509,PR01048,EHI00290,EHA00509,EHA00490,PRB0023,EHI00290,Anal/cloacal swab,0,0,0,0,0,0,0.00,1701591519,,,,Done,0.6590,PNLM,Squamata,0
EHA00510,ABB0128,Individual,Sceloporus bicanthalis,,510,PR01049,EHI00209,EHA00510,EHA00490,PRB0023,EHI00209,Anal/cloacal swab,0,0,0,0,0,0,0.00,930853254,,,,Done,0.5920,PNLM,Squamata,0
EHA00511,ABB0128,Individual,Sceloporus bicanthalis,,511,PR01050,EHI00223,EHA00511,EHA00490,PRB0023,EHI00223,Anal/cloacal swab,0,0,0,0,0,0,0.00,1169706633,,,,Done,0.6007,PNLM,Squamata,0
EHA00512,ABB0128,Individual,Sceloporus bicanthalis,,512,PR01051,EHI00260,EHA00512,EHA00490,PRB0023,EHI00260,Anal/cloacal swab,0,0,0,0,0,0,0.00,1227083796,,,,Done,0.6251,PNLM,Squamata,0
EHA00513,ABB0128,Individual,Sceloporus grammicus,,513,PR01052,EHI00203,EHA00513,EHA00490,PRB0023,EHI00203,Anal/cloacal swab,0,0,0,0,0,0,0.00,850511037,,,,Done,0.9265,PNLM,Squamata,0
EHA00514,ABB0128,Individual,Sceloporus mucronatus,,514,PR01056,EHI00199,EHA00514,EHA00490,PRB0023,EHI00199,Anal/cloacal swab,0,0,0,0,0,0,0.00,1507972114,,,,Done,0.7952,PNLM,Squamata,0
EHA00515,ABB0120,Individual,Sceloporus mucronatus,,515,PR01057,EHI00256,EHA00515,EHA00515,PRB0023,EHI00256,Anal/cloacal swab,0,0,0,0,0,0,0.00,1037591285,,,,Done,0.8461,PNLM,Squamata,0
EHA00516,ABB0120,Individual,Sceloporus spinosus,,516,PR01061,EHI00300,EHA00516,EHA00515,PRB0023,EHI00300,Anal/cloacal swab,53601440,5224,1941,12739,548597,7,40.00,2128058000,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0120/EHA00516_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0120,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0120/PRB0023_EHI00300_EHA00516.bam,Done,0.8203,PNLM,Squamata,1
EHA00517,ABB0120,Individual,Sceloporus subniger,,517,PR01063,EHI00207,EHA00517,EHA00515,PRB0023,EHI00207,Anal/cloacal swab,0,0,0,0,0,0,0.00,1301644238,,,,Done,0.6537,PNLM,Squamata,0
EHA00518,ABB0120,Individual,Sceloporus subniger,,518,PR01064,EHI00210,EHA00518,EHA00515,PRB0023,EHI00210,Anal/cloacal swab,0,0,0,0,0,0,0.00,2653823936,,,,Done,0.7352,PNLM,Squamata,0
EHA00519,ABB0120,Individual,Sceloporus torquatus,,519,PR01065,EHI00251,EHA00519,EHA00515,PRB0023,EHI00251,Anal/cloacal swab,0,0,0,0,0,0,0.00,798070879,,,,Done,0.9485,PNLM,Squamata,0
EHA00520,ABB0120,Individual,Sceloporus torquatus,,520,PR01066,EHI00252,EHA00520,EHA00515,PRB0023,EHI00252,Anal/cloacal swab,0,0,0,0,0,0,0.00,1141003278,,,,Done,0.7065,PNLM,Squamata,0
